,element,position,multiplier,is_captain,is_vice_captain,manager_id,event_id
150,46,1,1,False,False,1716,11
151,342,2,1,False,False,1716,11
152,361,3,2,True,False,1716,11
153,26,4,1,False,False,1716,11
154,209,5,1,False,False,1716,11
155,33,6,1,False,False,1716,11
156,13,7,1,False,False,1716,11
157,396,8,1,False,False,1716,11
158,406,9,1,False,False,1716,11
159,25,10,1,False,False,1716,11
160,227,11,1,False,True,1716,11
161,146,12,0,False,False,1716,11
162,29,13,0,False,False,1716,11
163,258,14,0,False,False,1716,11
164,319,15,0,False,False,1716,11
165,293,1,1,False,False,1716,12
166,342,2,1,False,False,1716,12
167,361,3,1,False,False,1716,12
168,26,4,1,False,False,1716,12
169,258,5,1,False,False,1716,12
170,209,6,1,False,False,1716,12
171,309,7,2,True,False,1716,12
172,396,8,1,False,False,1716,12
173,369,9,1,False,True,1716,12
174,406,10,1,False,False,1716,12
175,25,11,1,False,False,1716,12
176,146,12,0,False,False,1716,12
177,29,13,0,False,False,1716,12
178,33,14,0,False,False,1716,12
179,227,15,0,False,False,1716,12
180,293,1,1,False,False,1716,13
181,342,2,1,False,False,1716,13
182,361,3,1,False,False,1716,13
183,26,4,1,False,False,1716,13
184,33,5,1,False,False,1716,13
185,209,6,2,True,False,1716,13
186,309,7,1,False,False,1716,13
187,396,8,1,False,False,1716,13
188,15,9,1,False,True,1716,13
189,406,10,1,False,False,1716,13
190,133,11,1,False,False,1716,13
191,146,12,0,False,False,1716,13
192,258,13,0,False,False,1716,13
193,29,14,0,False,False,1716,13
194,25,15,0,False,False,1716,13
195,293,1,1,False,False,1716,14
196,342,2,1,False,False,1716,14
197,361,3,1,False,False,1716,14
198,26,4,1,False,False,1716,14
199,29,5,1,False,False,1716,14
200,276,6,1,False,False,1716,14
201,209,7,2,True,False,1716,14
202,309,8,1,False,False,1716,14
203,15,9,1,False,True,1716,14
204,406,10,1,False,False,1716,14
205,133,11,1,False,False,1716,14
206,146,12,0,False,False,1716,14
207,258,13,0,False,False,1716,14
208,396,14,0,False,False,1716,14
209,25,15,0,False,False,1716,14
210,46,1,1,False,False,1716,15
211,342,2,1,False,False,1716,15
212,361,3,1,False,False,1716,15
213,26,4,1,False,False,1716,15
214,29,5,1,False,False,1716,15
215,258,6,1,False,False,1716,15
216,276,7,1,False,False,1716,15
217,396,8,2,True,False,1716,15
218,4,9,1,False,True,1716,15
219,406,10,1,False,False,1716,15
220,133,11,1,False,False,1716,15
221,146,12,0,False,False,1716,15
222,25,13,0,False,False,1716,15
223,309,14,0,False,False,1716,15
224,209,15,0,False,False,1716,15
225,46,1,1,False,False,1716,16
226,342,2,1,False,False,1716,16
227,361,3,1,False,False,1716,16
228,29,4,1,False,False,1716,16
229,43,5,1,False,False,1716,16
230,209,6,1,False,False,1716,16
231,276,7,1,False,False,1716,16
232,396,8,1,False,True,1716,16
233,4,9,2,True,False,1716,16
234,309,10,1,False,False,1716,16
235,25,11,1,False,False,1716,16
236,146,12,0,False,False,1716,16
237,406,13,0,False,False,1716,16
238,133,14,0,False,False,1716,16
239,26,15,0,False,False,1716,16
240,46,1,1,False,False,1716,17
241,342,2,1,False,False,1716,17
242,361,3,1,False,False,1716,17
243,29,4,1,False,False,1716,17
244,26,5,1,False,False,1716,17
245,276,6,1,False,False,1716,17
246,396,7,1,False,True,1716,17
247,4,8,2,True,False,1716,17
248,309,9,1,False,False,1716,17
249,329,10,1,False,False,1716,17
250,25,11,1,False,False,1716,17
251,146,12,0,False,False,1716,17
252,43,13,0,False,False,1716,17
253,133,14,0,False,False,1716,17
254,209,15,0,False,False,1716,17
255,46,1,1,False,False,1716,18
256,361,2,1,False,False,1716,18
257,26,3,1,False,False,1716,18
258,29,4,1,False,False,1716,18
259,342,5,1,False,False,1716,18
260,43,6,1,False,False,1716,18
261,309,7,1,False,False,1716,18
262,396,8,2,False,True,1716,18
263,276,9,1,False,False,1716,18
264,329,10,1,False,False,1716,18
265,25,11,1,False,False,1716,18
266,146,12,0,False,False,1716,18
267,4,13,0,True,False,1716,18
268,133,14,0,False,False,1716,18
269,209,15,0,False,False,1716,18
270,261,1,1,False,False,1716,19
271,372,2,1,False,False,1716,19
272,361,3,1,False,False,1716,19
273,269,4,1,False,False,1716,19
274,43,5,1,False,False,1716,19
275,100,6,1,False,False,1716,19
276,274,7,1,False,True,1716,19
277,396,8,1,False,False,1716,19
278,205,9,1,False,False,1716,19
279,133,10,1,False,False,1716,19
280,194,11,2,True,False,1716,19
281,46,12,0,False,False,1716,19
282,491,13,0,False,False,1716,19
283,17,14,0,False,False,1716,19
284,209,15,0,False,False,1716,19
285,46,1,1,False,False,1716,20
286,372,2,1,False,False,1716,20
287,269,3,1,False,False,1716,20
288,43,4,1,False,False,1716,20
289,205,5,1,False,False,1716,20
290,209,6,1,False,False,1716,20
291,274,7,1,False,False,1716,20
292,396,8,2,True,False,1716,20
293,17,9,1,False,False,1716,20
294,491,10,1,False,True,1716,20
295,194,11,1,False,False,1716,20
296,261,12,0,False,False,1716,20
297,100,13,0,False,False,1716,20
298,361,14,0,False,False,1716,20
299,133,15,0,False,False,1716,20
300,46,1,1,False,False,1716,21
301,269,2,1,False,False,1716,21
302,100,3,1,False,False,1716,21
303,372,4,1,False,False,1716,21
304,4,5,1,False,True,1716,21
305,396,6,1,False,False,1716,21
306,17,7,1,False,False,1716,21
307,274,8,2,True,False,1716,21
308,485,9,1,False,False,1716,21
309,133,10,1,False,False,1716,21
310,491,11,1,False,False,1716,21
311,261,12,0,False,False,1716,21
312,209,13,0,False,False,1716,21
313,43,14,0,False,False,1716,21
314,361,15,0,False,False,1716,21
315,261,1,1,False,False,1716,22
316,269,2,1,False,False,1716,22
317,361,3,1,False,False,1716,22
318,43,4,1,False,False,1716,22
319,274,5,1,False,True,1716,22
320,215,6,1,False,False,1716,22
321,396,7,1,False,False,1716,22
322,17,8,1,False,False,1716,22
323,485,9,2,False,False,1716,22
324,133,10,2,True,False,1716,22
325,516,11,2,False,False,1716,22
326,46,12,0,False,False,1716,22
327,209,13,0,False,False,1716,22
328,100,14,0,False,False,1716,22
329,372,15,0,False,False,1716,22
330,261,1,1,False,False,1716,23
331,269,2,1,False,False,1716,23
332,361,3,1,False,False,1716,23
333,43,4,1,False,False,1716,23
334,372,5,1,False,False,1716,23
335,274,6,1,False,True,1716,23
336,215,7,1,False,False,1716,23
337,209,8,1,False,False,1716,23
338,485,9,1,False,False,1716,23
339,133,10,1,False,False,1716,23
340,516,11,2,True,False,1716,23
341,46,12,0,False,False,1716,23
342,17,13,0,False,False,1716,23
343,100,14,0,False,False,1716,23
344,396,15,0,False,False,1716,23
345,261,1,1,False,False,1716,24
346,361,2,1,False,False,1716,24
347,43,3,1,False,False,1716,24
348,269,4,1,False,False,1716,24
349,61,5,1,False,True,1716,24
350,215,6,1,False,False,1716,24
351,209,7,1,False,False,1716,24
352,396,8,1,False,False,1716,24
353,484,9,1,False,False,1716,24
354,485,10,1,False,False,1716,24
355,516,11,2,True,False,1716,24
356,46,12,0,False,False,1716,24
357,274,13,0,False,False,1716,24
358,100,14,0,False,False,1716,24
359,372,15,0,False,False,1716,24
360,46,1,1,False,False,1716,25
361,43,2,1,False,False,1716,25
362,269,3,1,False,False,1716,25
363,100,4,1,False,False,1716,25
364,361,5,1,False,False,1716,25
365,274,6,1,False,False,1716,25
366,215,7,2,True,False,1716,25
367,209,8,1,False,False,1716,25
368,396,9,1,False,True,1716,25
369,485,10,1,False,False,1716,25
370,516,11,1,False,False,1716,25
371,261,12,0,False,False,1716,25
372,372,13,0,False,False,1716,25
373,484,14,0,False,False,1716,25
374,61,15,0,False,False,1716,25
375,46,1,1,False,False,1716,26
376,269,2,1,False,False,1716,26
377,100,3,1,False,False,1716,26
378,476,4,1,False,False,1716,26
379,61,5,2,True,False,1716,26
380,274,6,1,False,False,1716,26
381,215,7,1,False,False,1716,26
382,209,8,1,False,False,1716,26
383,396,9,1,False,True,1716,26
384,56,10,1,False,False,1716,26
385,516,11,1,False,False,1716,26
386,261,12,0,False,False,1716,26
387,372,13,0,False,False,1716,26
388,485,14,0,False,False,1716,26
389,43,15,0,False,False,1716,26
390,261,1,1,False,False,1716,27
391,269,2,1,False,False,1716,27
392,100,3,1,False,False,1716,27
393,372,4,1,False,False,1716,27
394,43,5,1,False,False,1716,27
395,61,6,1,False,False,1716,27
396,274,7,1,False,True,1716,27
397,209,8,1,False,False,1716,27
398,396,9,2,True,False,1716,27
399,56,10,1,False,False,1716,27
400,516,11,1,False,False,1716,27
401,46,12,0,False,False,1716,27
402,476,13,0,False,False,1716,27
403,485,14,0,False,False,1716,27
404,215,15,0,False,False,1716,27
405,261,1,1,False,False,1716,28
406,476,2,1,False,False,1716,28
407,100,3,1,False,False,1716,28
408,372,4,1,False,False,1716,28
409,61,5,1,False,True,1716,28
410,77,6,1,False,False,1716,28
411,209,7,1,False,False,1716,28
412,396,8,1,False,False,1716,28
413,406,9,1,False,False,1716,28
414,56,10,2,True,False,1716,28
415,516,11,1,False,False,1716,28
416,46,12,0,False,False,1716,28
417,274,13,0,False,False,1716,28
418,43,14,0,False,False,1716,28
419,269,15,0,False,False,1716,28
420,261,1,1,False,False,1716,29
421,476,2,1,False,False,1716,29
422,372,3,1,False,False,1716,29
423,10,4,1,False,False,1716,29
424,61,5,1,False,False,1716,29
425,274,6,1,False,False,1716,29
426,209,7,1,False,False,1716,29
427,396,8,2,True,False,1716,29
428,406,9,1,False,True,1716,29
429,56,10,1,False,False,1716,29
430,516,11,1,False,False,1716,29
431,46,12,0,False,False,1716,29
432,100,13,0,False,False,1716,29
433,77,14,0,False,False,1716,29
434,43,15,0,False,False,1716,29
435,261,1,1,False,False,1716,30
436,43,2,1,False,False,1716,30
437,100,3,1,False,False,1716,30
438,10,4,1,False,False,1716,30
439,61,5,1,False,False,1716,30
440,274,6,1,False,False,1716,30
441,209,7,1,False,False,1716,30
442,28,8,2,False,True,1716,30
443,406,9,1,False,False,1716,30
444,56,10,1,False,False,1716,30
445,516,11,2,True,False,1716,30
446,46,12,0,False,False,1716,30
447,476,13,0,False,False,1716,30
448,372,14,0,False,False,1716,30
449,77,15,0,False,False,1716,30
450,103,1,1,False,False,7275,1
451,57,2,1,False,False,7275,1
452,68,3,1,False,False,7275,1
453,220,4,1,False,False,7275,1
454,96,5,1,False,False,7275,1
455,276,6,1,False,True,7275,1
456,272,7,1,False,False,7275,1
457,209,8,1,False,False,7275,1
458,194,9,1,False,False,7275,1
459,55,10,2,True,False,7275,1
460,227,11,1,False,False,7275,1
461,255,12,0,False,False,7275,1
462,243,13,0,False,False,7275,1
463,239,14,0,False,False,7275,1
464,120,15,0,False,False,7275,1
465,103,1,1,False,False,7275,2
466,57,2,1,False,False,7275,2
467,68,3,1,False,False,7275,2
468,220,4,1,False,False,7275,2
469,243,5,1,False,False,7275,2
470,276,6,1,False,False,7275,2
471,272,7,1,False,False,7275,2
472,209,8,2,True,False,7275,2
473,194,9,1,False,False,7275,2
474,55,10,1,False,True,7275,2
475,266,11,1,False,False,7275,2
476,255,12,0,False,False,7275,2
477,96,13,0,False,False,7275,2
478,239,14,0,False,False,7275,2
479,120,15,0,False,False,7275,2
480,255,1,1,False,False,7275,3
481,57,2,1,False,False,7275,3
482,68,3,1,False,False,7275,3
483,220,4,2,False,True,7275,3
484,96,5,1,False,False,7275,3
485,239,6,1,False,False,7275,3
486,243,7,1,False,False,7275,3
487,233,8,1,False,False,7275,3
488,209,9,1,False,False,7275,3
489,266,10,1,False,False,7275,3
490,55,11,2,True,False,7275,3
491,103,12,0,False,False,7275,3
492,276,13,0,False,False,7275,3
493,194,14,0,False,False,7275,3
494,120,15,0,False,False,7275,3
495,255,1,1,False,False,7275,4
496,43,2,1,False,False,7275,4
497,96,3,1,False,False,7275,4
498,57,4,1,False,False,7275,4
499,233,5,1,False,False,7275,4
500,276,6,1,False,False,7275,4
501,243,7,1,False,False,7275,4
502,209,8,1,False,False,7275,4
503,55,9,1,False,False,7275,4
504,266,10,1,False,False,7275,4
505,194,11,2,True,False,7275,4
506,103,12,0,False,False,7275,4
507,220,13,0,False,False,7275,4
508,68,14,0,False,True,7275,4
509,239,15,0,False,False,7275,4
510,103,1,1,False,False,7275,5
511,43,2,1,False,False,7275,5
512,211,3,2,True,False,7275,5
513,96,4,1,False,False,7275,5
514,57,5,1,False,False,7275,5
515,276,6,1,False,False,7275,5
516,243,7,1,False,False,7275,5
517,209,8,1,False,False,7275,5
518,55,9,1,False,False,7275,5
519,266,10,1,False,False,7275,5
520,194,11,1,False,True,7275,5
521,255,12,0,False,False,7275,5
522,68,13,0,False,False,7275,5
523,233,14,0,False,False,7275,5
524,239,15,0,False,False,7275,5
525,46,1,1,False,False,7275,6
526,264,2,1,False,False,7275,6
527,211,3,2,True,False,7275,6
528,5,4,1,False,False,7275,6
529,33,5,1,False,False,7275,6
530,164,6,1,False,False,7275,6
531,13,7,1,False,False,7275,6
532,209,8,1,False,False,7275,6
533,25,9,1,False,False,7275,6
534,266,10,1,False,False,7275,6
535,194,11,1,False,True,7275,6
536,249,12,0,False,False,7275,6
537,43,13,0,False,False,7275,6
538,68,14,0,False,False,7275,6
539,180,15,0,False,False,7275,6
540,46,1,1,False,False,7275,7
541,43,2,1,False,False,7275,7
542,211,3,1,False,False,7275,7
543,68,4,1,False,False,7275,7
544,26,5,1,False,False,7275,7
545,13,6,2,True,False,7275,7
546,209,7,1,False,False,7275,7
547,33,8,1,False,False,7275,7
548,25,9,1,False,True,7275,7
549,194,10,1,False,False,7275,7
550,266,11,1,False,False,7275,7
551,249,12,0,False,False,7275,7
552,164,13,0,False,False,7275,7
553,264,14,0,False,False,7275,7
554,180,15,0,False,False,7275,7
555,46,1,1,False,False,7275,8
556,269,2,1,False,True,7275,8
557,26,3,1,False,False,7275,8
558,264,4,1,False,False,7275,8
559,164,5,1,False,False,7275,8
560,33,6,1,False,False,7275,8
561,13,7,1,False,False,7275,8
562,209,8,1,False,False,7275,8
563,25,9,1,False,False,7275,8
564,194,10,1,False,False,7275,8
565,266,11,2,True,False,7275,8
566,249,12,0,False,False,7275,8
567,43,13,0,False,False,7275,8
568,68,14,0,False,False,7275,8
569,180,15,0,False,False,7275,8
570,46,1,1,False,False,7275,9
571,269,2,1,False,True,7275,9
572,26,3,1,False,False,7275,9
573,264,4,1,False,False,7275,9
574,43,5,1,False,False,7275,9
575,68,6,2,True,False,7275,9
576,164,7,1,False,False,7275,9
577,33,8,1,False,False,7275,9
578,13,9,1,False,False,7275,9
579,25,10,1,False,False,7275,9
580,55,11,1,False,False,7275,9
581,249,12,0,False,False,7275,9
582,266,13,0,False,False,7275,9
583,209,14,0,False,False,7275,9
584,180,15,0,False,False,7275,9
585,46,1,1,False,False,7275,10
586,26,2,1,False,False,7275,10
587,43,3,1,False,False,7275,10
588,68,4,1,False,False,7275,10
589,296,5,1,False,False,7275,10
590,164,6,1,False,False,7275,10
591,33,7,1,False,False,7275,10
592,15,8,1,True,False,7275,10
593,367,9,2,False,False,7275,10
594,25,10,2,False,False,7275,10
595,55,11,2,False,True,7275,10
596,249,12,0,False,False,7275,10
597,180,13,0,False,False,7275,10
598,269,14,0,False,False,7275,10
599,264,15,0,False,False,7275,10
600,46,1,1,False,False,7275,11
601,26,2,1,False,False,7275,11
602,269,3,1,False,False,7275,11
603,68,4,1,False,False,7275,11
604,296,5,1,False,False,7275,11
605,164,6,1,False,False,7275,11
606,33,7,1,False,False,7275,11
607,15,8,2,True,False,7275,11
608,367,9,1,False,False,7275,11
609,25,10,1,False,False,7275,11
610,55,11,1,False,True,7275,11
611,249,12,0,False,False,7275,11
612,264,13,0,False,False,7275,11
613,180,14,0,False,False,7275,11
614,43,15,0,False,False,7275,11
615,375,1,1,False,False,7275,12
616,372,2,2,False,True,7275,12
617,264,3,1,False,False,7275,12
618,26,4,1,False,False,7275,12
619,180,5,1,False,False,7275,12
620,164,6,1,False,False,7275,12
621,15,7,1,False,False,7275,12
622,296,8,1,True,False,7275,12
623,25,9,1,False,False,7275,12
624,367,10,1,False,False,7275,12
625,55,11,1,False,False,7275,12
626,46,12,0,False,False,7275,12
627,68,13,0,False,False,7275,12
628,269,14,0,False,False,7275,12
629,33,15,0,False,False,7275,12
630,46,1,1,False,False,7275,13
631,26,2,1,False,False,7275,13
632,361,3,1,False,False,7275,13
633,264,4,1,False,False,7275,13
634,372,5,1,False,False,7275,13
635,209,6,2,True,False,7275,13
636,164,7,1,False,False,7275,13
637,15,8,1,False,True,7275,13
638,33,9,1,False,False,7275,13
639,367,10,1,False,False,7275,13
640,55,11,1,False,False,7275,13
641,375,12,0,False,False,7275,13
642,25,13,0,False,False,7275,13
643,68,14,0,False,False,7275,13
644,180,15,0,False,False,7275,13
645,375,1,1,False,False,7275,14
646,26,2,1,False,False,7275,14
647,361,3,1,False,False,7275,14
648,264,4,1,False,False,7275,14
649,372,5,1,False,False,7275,14
650,209,6,1,False,True,7275,14
651,164,7,1,False,False,7275,14
652,15,8,2,True,False,7275,14
653,133,9,1,False,False,7275,14
654,367,10,1,False,False,7275,14
655,55,11,1,False,False,7275,14
656,46,12,0,False,False,7275,14
657,68,13,0,False,False,7275,14
658,33,14,0,False,False,7275,14
659,180,15,0,False,False,7275,14
660,46,1,1,False,False,7275,15
661,26,2,1,False,False,7275,15
662,361,3,1,False,False,7275,15
663,264,4,1,False,False,7275,15
664,372,5,1,False,False,7275,15
665,68,6,1,False,False,7275,15
666,276,7,1,False,True,7275,15
667,27,8,2,True,False,7275,15
668,133,9,1,False,False,7275,15
669,367,10,1,False,False,7275,15
670,55,11,1,False,False,7275,15
671,375,12,0,False,False,7275,15
672,164,13,0,False,False,7275,15
673,33,14,0,False,False,7275,15
674,209,15,0,False,False,7275,15
675,46,1,1,False,False,7275,16
676,5,2,2,True,False,7275,16
677,361,3,1,False,False,7275,16
678,372,4,1,False,False,7275,16
679,164,5,1,False,False,7275,16
680,209,6,1,False,False,7275,16
681,276,7,1,False,True,7275,16
682,27,8,1,False,False,7275,16
683,33,9,1,False,False,7275,16
684,367,10,1,False,False,7275,16
685,266,11,1,False,False,7275,16
686,375,12,0,False,False,7275,16
687,133,13,0,False,False,7275,16
688,264,14,0,False,False,7275,16
689,68,15,0,False,False,7275,16
690,46,1,1,False,False,7275,17
691,68,2,1,False,False,7275,17
692,361,3,1,False,False,7275,17
693,264,4,1,False,False,7275,17
694,5,5,1,False,False,7275,17
695,33,6,1,False,False,7275,17
696,164,7,1,False,False,7275,17
697,27,8,1,False,False,7275,17
698,276,9,1,False,True,7275,17
699,477,10,1,False,False,7275,17
700,266,11,2,True,False,7275,17
701,375,12,0,False,False,7275,17
702,133,13,0,False,False,7275,17
703,372,14,0,False,False,7275,17
704,209,15,0,False,False,7275,17
705,46,1,1,False,False,7275,18
706,361,2,1,False,False,7275,18
707,264,3,1,False,False,7275,18
708,5,4,1,False,False,7275,18
709,33,5,1,False,False,7275,18
710,111,6,2,True,False,7275,18
711,27,7,1,False,False,7275,18
712,209,8,1,False,False,7275,18
713,276,9,1,False,True,7275,18
714,133,10,1,False,False,7275,18
715,266,11,1,False,False,7275,18
716,375,12,0,False,False,7275,18
717,477,13,0,False,False,7275,18
718,372,14,0,False,False,7275,18
719,68,15,0,False,False,7275,18
720,46,1,1,False,False,7275,19
721,372,2,1,False,False,7275,19
722,68,3,1,False,False,7275,19
723,361,4,1,False,False,7275,19
724,269,5,1,False,False,7275,19
725,33,6,1,False,False,7275,19
726,111,7,1,False,False,7275,19
727,276,8,2,False,True,7275,19
728,133,9,1,False,False,7275,19
729,194,10,1,False,False,7275,19
730,266,11,1,True,False,7275,19
731,375,12,0,False,False,7275,19
732,27,13,0,False,False,7275,19
733,5,14,0,False,False,7275,19
734,209,15,0,False,False,7275,19
735,46,1,1,False,False,7275,20
736,372,2,1,False,False,7275,20
737,361,3,1,False,False,7275,20
738,269,4,2,True,False,7275,20
739,5,5,1,False,False,7275,20
740,33,6,1,False,False,7275,20
741,209,7,1,False,False,7275,20
742,276,8,1,False,True,7275,20
743,111,9,1,False,False,7275,20
744,485,10,1,False,False,7275,20
745,194,11,1,False,False,7275,20
746,375,12,0,False,False,7275,20
747,27,13,0,False,False,7275,20
748,266,14,0,False,False,7275,20
749,68,15,0,False,False,7275,20
750,46,1,1,False,False,7275,21
751,68,2,1,False,False,7275,21
752,100,3,1,False,False,7275,21
753,5,4,2,True,False,7275,21
754,372,5,1,False,False,7275,21
755,33,6,1,False,False,7275,21
756,209,7,1,False,False,7275,21
757,111,8,1,False,False,7275,21
758,485,9,1,False,False,7275,21
759,194,10,1,False,False,7275,21
760,266,11,1,False,False,7275,21
761,375,12,0,False,False,7275,21
762,27,13,0,False,False,7275,21
763,276,14,0,False,True,7275,21
764,361,15,0,False,False,7275,21
765,231,1,1,False,False,7275,22
766,229,2,1,False,False,7275,22
767,58,3,1,False,False,7275,22
768,269,4,1,False,False,7275,22
769,164,5,1,False,False,7275,22
770,518,6,1,False,True,7275,22
771,63,7,1,False,False,7275,22
772,215,8,2,True,False,7275,22
773,133,9,1,False,False,7275,22
774,485,10,1,False,False,7275,22
775,55,11,1,False,False,7275,22
776,21,12,0,False,False,7275,22
777,142,13,0,False,False,7275,22
778,396,14,0,False,False,7275,22
779,5,15,0,False,False,7275,22
780,375,1,1,False,False,7275,23
781,269,2,2,True,False,7275,23
782,361,3,1,False,False,7275,23
783,5,4,1,False,False,7275,23
784,211,5,1,False,False,7275,23
785,100,6,1,False,False,7275,23
786,209,7,1,False,False,7275,23
787,276,8,1,False,True,7275,23
788,274,9,1,False,False,7275,23
789,485,10,1,False,False,7275,23
790,25,11,1,False,False,7275,23
791,157,12,0,False,False,7275,23
792,518,13,0,False,False,7275,23
793,484,14,0,False,False,7275,23
794,396,15,0,False,False,7275,23
795,157,1,1,False,False,7275,24
796,211,2,1,False,True,7275,24
797,361,3,1,False,False,7275,24
798,5,4,1,False,False,7275,24
799,269,5,1,False,False,7275,24
800,396,6,1,False,False,7275,24
801,518,7,2,True,False,7275,24
802,274,8,1,False,False,7275,24
803,209,9,1,False,False,7275,24
804,485,10,1,False,False,7275,24
805,484,11,1,False,False,7275,24
806,375,12,0,False,False,7275,24
807,25,13,0,False,False,7275,24
808,276,14,0,False,False,7275,24
809,100,15,0,False,False,7275,24
810,157,1,1,False,False,7275,25
811,5,2,1,False,False,7275,25
812,211,3,1,False,True,7275,25
813,269,4,1,False,False,7275,25
814,100,5,1,False,False,7275,25
815,396,6,2,True,False,7275,25
816,209,7,1,False,False,7275,25
817,274,8,1,False,False,7275,25
818,276,9,1,False,False,7275,25
